Name	Type	Microbiome	Sample_accession	Comments	Study_accession
	amplicon	Unknown	ERR5953258		PRJEB37781
	amplicon	Unknown	ERR5953259		PRJEB37781
	amplicon	Unknown	ERR5953260		PRJEB37781
	amplicon	Unknown	ERR5953261		PRJEB37781
	amplicon	Unknown	ERR5953262		PRJEB37781
	amplicon	Unknown	ERR5953263		PRJEB37781
	amplicon	Unknown	ERR5953264		PRJEB37781
	amplicon	Unknown	ERR5953265		PRJEB37781
	amplicon	Unknown	ERR5953266		PRJEB37781
	amplicon	Unknown	ERR5953267		PRJEB37781
	amplicon	Unknown	ERR5953268		PRJEB37781
	amplicon	Unknown	ERR5953269		PRJEB37781
	amplicon	Unknown	ERR5953270		PRJEB37781
	amplicon	Unknown	ERR5953271		PRJEB37781
	amplicon	Unknown	ERR5953272		PRJEB37781
	amplicon	Unknown	ERR5953273		PRJEB37781
	amplicon	Unknown	ERR5953274		PRJEB37781
	amplicon	Unknown	ERR5953275		PRJEB37781
	amplicon	Unknown	ERR5953276		PRJEB37781
	amplicon	Unknown	ERR5953277		PRJEB37781
	amplicon	Unknown	ERR5953278		PRJEB37781
	amplicon	Unknown	ERR5953279		PRJEB37781
	amplicon	Unknown	ERR5953280		PRJEB37781
	amplicon	Unknown	ERR5953281		PRJEB37781
	amplicon	Unknown	ERR5953282		PRJEB37781
	amplicon	Unknown	ERR5953283		PRJEB37781
	amplicon	Unknown	ERR5953284		PRJEB37781
	amplicon	Unknown	ERR5953285		PRJEB37781
	amplicon	Unknown	ERR5953286		PRJEB37781
	amplicon	Unknown	ERR5953287		PRJEB37781
	amplicon	Unknown	ERR5953288		PRJEB37781
	amplicon	Unknown	ERR5953289		PRJEB37781
	amplicon	Unknown	ERR5953290		PRJEB37781
	amplicon	Unknown	ERR5953291		PRJEB37781
	amplicon	Unknown	ERR5953292		PRJEB37781
	amplicon	Unknown	ERR5953293		PRJEB37781
	amplicon	Unknown	ERR5953294		PRJEB37781
	amplicon	Unknown	ERR5953295		PRJEB37781
	amplicon	Unknown	ERR5953301		PRJEB37781
	amplicon	Unknown	ERR5953306		PRJEB37781
	amplicon	Unknown	ERR4371490		PRJEB37783
	amplicon	Unknown	ERR4371491		PRJEB37783
	amplicon	Unknown	ERR4371492		PRJEB37783
	amplicon	Unknown	ERR4371493		PRJEB37783
	amplicon	Unknown	ERR4371494		PRJEB37783
	amplicon	Unknown	ERR4371495		PRJEB37783
	amplicon	Unknown	ERR4371496		PRJEB37783
	amplicon	Unknown	ERR4371497		PRJEB37783
	amplicon	Unknown	ERR4371498		PRJEB37783
	amplicon	Unknown	ERR4371499		PRJEB37783
	amplicon	Unknown	ERR4371500		PRJEB37783
	amplicon	Unknown	ERR4371501		PRJEB37783
	amplicon	Unknown	ERR4371502		PRJEB37783
	amplicon	Unknown	ERR4371503		PRJEB37783
	amplicon	Unknown	ERR4371504		PRJEB37783
	amplicon	Unknown	ERR4371505		PRJEB37783
	amplicon	Unknown	ERR4371506		PRJEB37783
	amplicon	Unknown	ERR4371507		PRJEB37783
	amplicon	Unknown	ERR4371508		PRJEB37783
	amplicon	Unknown	ERR4371509		PRJEB37783
	amplicon	Unknown	ERR4371510		PRJEB37783
	amplicon	Unknown	ERR4371511		PRJEB37783
	amplicon	Unknown	ERR4371512		PRJEB37783
	amplicon	Unknown	ERR4371513		PRJEB37783
	amplicon	Unknown	ERR4371514		PRJEB37783
	amplicon	Unknown	ERR4371515		PRJEB37783
	amplicon	Unknown	ERR4371516		PRJEB37783
	amplicon	Unknown	ERR4371517		PRJEB37783
	amplicon	Unknown	ERR4371518		PRJEB37783
	amplicon	Unknown	ERR4371519		PRJEB37783
	amplicon	Unknown	ERR4371520		PRJEB37783
	amplicon	Unknown	ERR4371521		PRJEB37783
	amplicon	Unknown	ERR4371522		PRJEB37783
	amplicon	Unknown	ERR4371523		PRJEB37783
	amplicon	Unknown	ERR4371524		PRJEB37783
	amplicon	Unknown	ERR4371525		PRJEB37783
	amplicon	Unknown	ERR4371526		PRJEB37783
	amplicon	Unknown	ERR4371527		PRJEB37783
	amplicon	Unknown	ERR4371528		PRJEB37783
	amplicon	Unknown	ERR4371529		PRJEB37783
	amplicon	Unknown	ERR4371530		PRJEB37783
	amplicon	Unknown	ERR4371531		PRJEB37783
	amplicon	Unknown	ERR4371532		PRJEB37783
	amplicon	Unknown	ERR4371533		PRJEB37783
	amplicon	Unknown	ERR4371534		PRJEB37783
	amplicon	Unknown	ERR4371537		PRJEB37783
	amplicon	Unknown	ERR5523667		PRJEB37783
	amplicon	Unknown	ERR5523668		PRJEB37783
	amplicon	Unknown	ERR5523669		PRJEB37783
	amplicon	Unknown	ERR5523670		PRJEB37783
	amplicon	Unknown	ERR5523671		PRJEB37783
	amplicon	Unknown	ERR5523672		PRJEB37783
	amplicon	Unknown	ERR5523673		PRJEB37783
	amplicon	Unknown	ERR5523674		PRJEB37783
	amplicon	Unknown	ERR5523675		PRJEB37783
	amplicon	Unknown	ERR5523676		PRJEB37783
	amplicon	Unknown	ERR5523677		PRJEB37783
	amplicon	Unknown	ERR5523678		PRJEB37783
	amplicon	Unknown	ERR5523679		PRJEB37783
	amplicon	Unknown	ERR5523680		PRJEB37783
	amplicon	Unknown	ERR5523681		PRJEB37783
	amplicon	Unknown	ERR5523682		PRJEB37783
	amplicon	Unknown	ERR5523683		PRJEB37783
	amplicon	Unknown	ERR5523684		PRJEB37783
	amplicon	Unknown	ERR5523685		PRJEB37783
	amplicon	Unknown	ERR5523686		PRJEB37783
	amplicon	Unknown	ERR5523689		PRJEB37783
	amplicon	Unknown	ERR4371535		PRJEB37783
	amplicon	Unknown	ERR4371536		PRJEB37783
	amplicon	Unknown	ERR4371538		PRJEB37783
	amplicon	Unknown	ERR5523687		PRJEB37783
	amplicon	Unknown	ERR5523688		PRJEB37783
	amplicon	horse	SRR831198		PRJNA177883
	amplicon	horse	SRR831199		PRJNA177883
	amplicon	horse	SRR831200		PRJNA177883
	amplicon	horse	SRR831203		PRJNA177883
	amplicon	horse	SRR831204		PRJNA177883
	amplicon	horse	SRR831205		PRJNA177883
	amplicon	horse	SRR831206		PRJNA177883
	amplicon	horse	SRR831207		PRJNA177883
	amplicon	horse	SRR831201		PRJNA177883
	amplicon	horse	SRR831202		PRJNA177883
	amplicon	horse	SRR831208		PRJNA177883
	amplicon	horse	SRR831209		PRJNA177883
	amplicon	horse	SRR831210		PRJNA177883
	amplicon	horse	SRR831211		PRJNA177883
	amplicon	horse	SRR831212		PRJNA177883
	amplicon	horse	SRR831213		PRJNA177883
	amplicon	horse	SRR831214		PRJNA177883
	amplicon	horse	SRR831215		PRJNA177883
	amplicon	horse	SRR952154		PRJNA210516
	amplicon	horse	SRR952155		PRJNA210516
	amplicon	horse	SRR952156		PRJNA210516
	amplicon	horse	SRR952157		PRJNA210516
	amplicon	horse	SRR952158		PRJNA210516
	amplicon	horse	SRR952159		PRJNA210516
	amplicon	horse	SRR952160		PRJNA210516
	amplicon	horse	SRR952161		PRJNA210516
	amplicon	horse	SRR952162		PRJNA210516
	amplicon	horse	SRR952163		PRJNA210516
	amplicon	horse	SRR952164		PRJNA210516
	amplicon	horse	SRR952165		PRJNA210516
	amplicon	horse	SRR952166		PRJNA210516
	amplicon	horse	SRR952167		PRJNA210516
	amplicon	horse	SRR952168		PRJNA210516
	amplicon	horse	SRR952169		PRJNA210516
	amplicon	horse	SRR952170		PRJNA210516
	amplicon	horse	SRR952171		PRJNA210516
	amplicon	horse	SRR952172		PRJNA210516
	amplicon	horse	SRR952173		PRJNA210516
	amplicon	horse	SRR952174		PRJNA210516
	amplicon	horse	SRR952175		PRJNA210516
	amplicon	horse	SRR952176		PRJNA210516
	amplicon	horse	SRR952177		PRJNA210516
	amplicon	horse	SRR952178		PRJNA210516
	amplicon	horse	SRR952179		PRJNA210516
	amplicon	horse	SRR952180		PRJNA210516
	amplicon	horse	SRR952181		PRJNA210516
	amplicon	horse	SRR952182		PRJNA210516
	amplicon	horse	SRR952183		PRJNA210516
	amplicon	horse	SRR952184		PRJNA210516
	amplicon	horse	SRR952185		PRJNA210516
	amplicon	horse	SRR952186		PRJNA210516
	amplicon	horse	SRR952187		PRJNA210516
	amplicon	horse	SRR952188		PRJNA210516
	amplicon	horse	SRR952189		PRJNA210516
	amplicon	horse	SRR952190		PRJNA210516
	amplicon	horse	SRR952191		PRJNA210516
	amplicon	horse	SRR952192		PRJNA210516
	amplicon	horse	SRR952193		PRJNA210516
	amplicon	horse	SRR952194		PRJNA210516
	amplicon	horse	SRR952195		PRJNA210516
	amplicon	horse	SRR952196		PRJNA210516
	amplicon	horse	SRR952197		PRJNA210516
	amplicon	horse	SRR952198		PRJNA210516
	amplicon	horse	SRR952199		PRJNA210516
	amplicon	horse	SRR952200		PRJNA210516
	amplicon	horse	SRR952153		PRJNA210516
	amplicon	rabbit	SRR1136914		PRJNA231773
	amplicon	rabbit	SRR1136915		PRJNA231773
	amplicon	rabbit	SRR1136916		PRJNA231773
	amplicon	rabbit	SRR1136917		PRJNA231773
	amplicon	rabbit	SRR1136918		PRJNA231773
	amplicon	rabbit	SRR1136919		PRJNA231773
	amplicon	rabbit	SRR1136920		PRJNA231773
	amplicon	rabbit	SRR1136921		PRJNA231773
	amplicon	rabbit	SRR1136922		PRJNA231773
	amplicon	rabbit	SRR1136923		PRJNA231773
	amplicon	rabbit	SRR1136924		PRJNA231773
	amplicon	rabbit	SRR1136925		PRJNA231773
	amplicon	rabbit	SRR1136926		PRJNA231773
	amplicon	rabbit	SRR1136927		PRJNA231773
	amplicon	rabbit	SRR1136928		PRJNA231773
	amplicon	rabbit	SRR1136929		PRJNA231773
	amplicon	rabbit	SRR1136930		PRJNA231773
	amplicon	rabbit	SRR1136931		PRJNA231773
	amplicon	rabbit	SRR1136932		PRJNA231773
	amplicon	rabbit	SRR1136933		PRJNA231773
	amplicon	rabbit	SRR1136934		PRJNA231773
	amplicon	rabbit	SRR1136935		PRJNA231773
	amplicon	rabbit	SRR1136936		PRJNA231773
	amplicon	rabbit	SRR1136937		PRJNA231773
	amplicon	rabbit	SRR1136938		PRJNA231773
	amplicon	rabbit	SRR1136939		PRJNA231773
	amplicon	rabbit	SRR1136940		PRJNA231773
	amplicon	rabbit	SRR1136941		PRJNA231773
	amplicon	rabbit	SRR1136942		PRJNA231773
	amplicon	rabbit	SRR1136943		PRJNA231773
	amplicon	rabbit	SRR1136944		PRJNA231773
	amplicon	rabbit	SRR1136945		PRJNA231773
	amplicon	rabbit	SRR1136946		PRJNA231773
	amplicon	rabbit	SRR1136947		PRJNA231773
	amplicon	rabbit	SRR1136948		PRJNA231773
	amplicon	rabbit	SRR1136949		PRJNA231773
	amplicon	rabbit	SRR1136950		PRJNA231773
	amplicon	rabbit	SRR1136951		PRJNA231773
	amplicon	rabbit	SRR1136952		PRJNA231773
	amplicon	rabbit	SRR1136953		PRJNA231773
	amplicon	rabbit	SRR1136954		PRJNA231773
	amplicon	rabbit	SRR1136955		PRJNA231773
	amplicon	rabbit	SRR1136956		PRJNA231773
	amplicon	rabbit	SRR1136957		PRJNA231773
	amplicon	rabbit	SRR1136958		PRJNA231773
	amplicon	rabbit	SRR1136959		PRJNA231773
	amplicon	rabbit	SRR1136960		PRJNA231773
	amplicon	rabbit	SRR1136961		PRJNA231773
	amplicon	rabbit	SRR1136962		PRJNA231773
	amplicon	rabbit	SRR1136963		PRJNA231773
	amplicon	rabbit	SRR1136964		PRJNA231773
	amplicon	rabbit	SRR1136965		PRJNA231773
	amplicon	rabbit	SRR1136966		PRJNA231773
	amplicon	rabbit	SRR1136967		PRJNA231773
	amplicon	rabbit	SRR1136968		PRJNA231773
	amplicon	rabbit	SRR1136969		PRJNA231773
	amplicon	rabbit	SRR1136970		PRJNA231773
	amplicon	rabbit	SRR1136971		PRJNA231773
	amplicon	rabbit	SRR1136972		PRJNA231773
	amplicon	rabbit	SRR1136973		PRJNA231773
	amplicon	rabbit	SRR1136974		PRJNA231773
	amplicon	rabbit	SRR1136975		PRJNA231773
	amplicon	rabbit	SRR1136976		PRJNA231773
	amplicon	rabbit	SRR1136977		PRJNA231773
	amplicon	rabbit	SRR1136978		PRJNA231773
	amplicon	rabbit	SRR1136979		PRJNA231773
	amplicon	rabbit	SRR1136980		PRJNA231773
	amplicon	rabbit	SRR1136981		PRJNA231773
	amplicon	rabbit	SRR1136982		PRJNA231773
	amplicon	rabbit	SRR1136983		PRJNA231773
	amplicon	rabbit	SRR1136984		PRJNA231773
	amplicon	rabbit	SRR1136985		PRJNA231773
	amplicon	rabbit	SRR1803649		PRJNA274503
	amplicon	rabbit	SRR1803625		PRJNA274503
	amplicon	rabbit	SRR1803626		PRJNA274503
	amplicon	rabbit	SRR1803627		PRJNA274503
	amplicon	rabbit	SRR1803628		PRJNA274503
	amplicon	rabbit	SRR1803629		PRJNA274503
	amplicon	rabbit	SRR1803630		PRJNA274503
	amplicon	rabbit	SRR1803631		PRJNA274503
	amplicon	rabbit	SRR1803632		PRJNA274503
	amplicon	rabbit	SRR1803633		PRJNA274503
	amplicon	rabbit	SRR1803634		PRJNA274503
	amplicon	rabbit	SRR1803635		PRJNA274503
	amplicon	rabbit	SRR1803636		PRJNA274503
	amplicon	rabbit	SRR1803637		PRJNA274503
	amplicon	rabbit	SRR1803638		PRJNA274503
	amplicon	rabbit	SRR1803639		PRJNA274503
	amplicon	rabbit	SRR1803640		PRJNA274503
	amplicon	rabbit	SRR1803641		PRJNA274503
	amplicon	rabbit	SRR1803642		PRJNA274503
	amplicon	rabbit	SRR1803643		PRJNA274503
	amplicon	rabbit	SRR1803644		PRJNA274503
	amplicon	rabbit	SRR1803645		PRJNA274503
	amplicon	rabbit	SRR1803646		PRJNA274503
	amplicon	rabbit	SRR1803647		PRJNA274503
	amplicon	rabbit	SRR1803648		PRJNA274503
	amplicon	rabbit	SRR1803650		PRJNA274503
	amplicon	rabbit	SRR1803651		PRJNA274503
	amplicon	rabbit	SRR1803652		PRJNA274503
	amplicon	rabbit	SRR1803653		PRJNA274503
	amplicon	rabbit	SRR1803654		PRJNA274503
	amplicon	rabbit	SRR1803655		PRJNA274503
	amplicon	rabbit	SRR1803656		PRJNA274503
	amplicon	rabbit	SRR1803657		PRJNA274503
	amplicon	rabbit	SRR1803658		PRJNA274503
	amplicon	rabbit	SRR1803659		PRJNA274503
	amplicon	rabbit	SRR1803660		PRJNA274503
	amplicon	rabbit	SRR1803661		PRJNA274503
	amplicon	rabbit	SRR1803662		PRJNA274503
	amplicon	rabbit	SRR1803663		PRJNA274503
	amplicon	rabbit	SRR1803664		PRJNA274503
	amplicon	rabbit	SRR1803665		PRJNA274503
	amplicon	rabbit	SRR1803666		PRJNA274503
	amplicon	rabbit	SRR1803667		PRJNA274503
	amplicon	rabbit	SRR1803668		PRJNA274503
	amplicon	rabbit	SRR1803669		PRJNA274503
	amplicon	rabbit	SRR1803670		PRJNA274503
	amplicon	rabbit	SRR1803671		PRJNA274503
	amplicon	rabbit	SRR1803672		PRJNA274503
	amplicon	rabbit	SRR1803673		PRJNA274503
	amplicon	rabbit	SRR1803674		PRJNA274503
	amplicon	rabbit	SRR1803675		PRJNA274503
	amplicon	rabbit	SRR1803676		PRJNA274503
	amplicon	rabbit	SRR1803677		PRJNA274503
	amplicon	rabbit	SRR1803678		PRJNA274503
	amplicon	rabbit	SRR1803679		PRJNA274503
	amplicon	rabbit	SRR1803680		PRJNA274503
	amplicon	rabbit	SRR1803681		PRJNA274503
	amplicon	rabbit	SRR1803682		PRJNA274503
	amplicon	rabbit	SRR1803683		PRJNA274503
	amplicon	rabbit	SRR1803684		PRJNA274503
	amplicon	rabbit	SRR1803685		PRJNA274503
	amplicon	rabbit	SRR1803686		PRJNA274503
	amplicon	rabbit	SRR1803687		PRJNA274503
	amplicon	rabbit	SRR1803688		PRJNA274503
	amplicon	rabbit	SRR1803689		PRJNA274503
	amplicon	rabbit	SRR1803690		PRJNA274503
	amplicon	rabbit	SRR1803691		PRJNA274503
	amplicon	rabbit	SRR1803692		PRJNA274503
	amplicon	rabbit	SRR1803693		PRJNA274503
	amplicon	rabbit	SRR1803694		PRJNA274503
	amplicon	rabbit	SRR1803695		PRJNA274503
	amplicon	rabbit	SRR1803696		PRJNA274503
	amplicon	rabbit	SRR1803697		PRJNA274503
	amplicon	rabbit	SRR1803698		PRJNA274503
	amplicon	rabbit	SRR1803699		PRJNA274503
	amplicon	rabbit	SRR1803700		PRJNA274503
	amplicon	rabbit	SRR1803701		PRJNA274503
	amplicon	rabbit	SRR1803702		PRJNA274503
	amplicon	rabbit	SRR1803704		PRJNA274503
	amplicon	rabbit	SRR1803705		PRJNA274503
	amplicon	rabbit	SRR1803706		PRJNA274503
	amplicon	rabbit	SRR1803707		PRJNA274503
	amplicon	rabbit	SRR1803708		PRJNA274503
	amplicon	rabbit	SRR1803709		PRJNA274503
	amplicon	rabbit	SRR1803710		PRJNA274503
	amplicon	rabbit	SRR1803711		PRJNA274503
	amplicon	rabbit	SRR1803712		PRJNA274503
	amplicon	rabbit	SRR1803713		PRJNA274503
	amplicon	rabbit	SRR1803714		PRJNA274503
	amplicon	rabbit	SRR1803715		PRJNA274503
	amplicon	rabbit	SRR1803716		PRJNA274503
	amplicon	rabbit	SRR1803717		PRJNA274503
	amplicon	rabbit	SRR1803718		PRJNA274503
	amplicon	rabbit	SRR1803719		PRJNA274503
	amplicon	rabbit	SRR1803720		PRJNA274503
	amplicon	rabbit	SRR1803722		PRJNA274503
	amplicon	rabbit	SRR1803723		PRJNA274503
	amplicon	rabbit	SRR1803724		PRJNA274503
	amplicon	rabbit	SRR1803725		PRJNA274503
	amplicon	rabbit	SRR1803726		PRJNA274503
	amplicon	rabbit	SRR1803727		PRJNA274503
	amplicon	rabbit	SRR1803728		PRJNA274503
	amplicon	rabbit	SRR1803729		PRJNA274503
	amplicon	rabbit	SRR1803730		PRJNA274503
	amplicon	rabbit	SRR1803731		PRJNA274503
	amplicon	rabbit	SRR1803732		PRJNA274503
	amplicon	rabbit	SRR1803733		PRJNA274503
	amplicon	rabbit	SRR1803734		PRJNA274503
	amplicon	rabbit	SRR1803735		PRJNA274503
	amplicon	rabbit	SRR1803736		PRJNA274503
	amplicon	rabbit	SRR1803737		PRJNA274503
	amplicon	rabbit	SRR1803738		PRJNA274503
	amplicon	rabbit	SRR1803739		PRJNA274503
	amplicon	rabbit	SRR1803740		PRJNA274503
	amplicon	rabbit	SRR1803741		PRJNA274503
	amplicon	rabbit	SRR1803742		PRJNA274503
	amplicon	rabbit	SRR1803743		PRJNA274503
	amplicon	rabbit	SRR1803744		PRJNA274503
	amplicon	rabbit	SRR1803745		PRJNA274503
	amplicon	rabbit	SRR1803746		PRJNA274503
	amplicon	rabbit	SRR1803747		PRJNA274503
	amplicon	rabbit	SRR1803748		PRJNA274503
	amplicon	rabbit	SRR1803749		PRJNA274503
	amplicon	rabbit	SRR1803750		PRJNA274503
	amplicon	rabbit	SRR1803751		PRJNA274503
	amplicon	rabbit	SRR1803752		PRJNA274503
	amplicon	rabbit	SRR1803753		PRJNA274503
	amplicon	rabbit	SRR1803754		PRJNA274503
	amplicon	rabbit	SRR1803755		PRJNA274503
	amplicon	rabbit	SRR1803756		PRJNA274503
	amplicon	rabbit	SRR1803757		PRJNA274503
	amplicon	rabbit	SRR1803758		PRJNA274503
	amplicon	rabbit	SRR1803759		PRJNA274503
	amplicon	rabbit	SRR1803760		PRJNA274503
	amplicon	rabbit	SRR1803761		PRJNA274503
	amplicon	rabbit	SRR1803762		PRJNA274503
	amplicon	rabbit	SRR1803763		PRJNA274503
	amplicon	rabbit	SRR1803764		PRJNA274503
	amplicon	rabbit	SRR1803765		PRJNA274503
	amplicon	rabbit	SRR1803766		PRJNA274503
	amplicon	rabbit	SRR1803767		PRJNA274503
	amplicon	rabbit	SRR1803768		PRJNA274503
	amplicon	rabbit	SRR1803769		PRJNA274503
	amplicon	horse	SRR2060369		PRJNA286058
	amplicon	horse	SRR2060370		PRJNA286058
	amplicon	horse	SRR2060371		PRJNA286058
	amplicon	horse	SRR2060372		PRJNA286058
	amplicon	horse	SRR2060373		PRJNA286058
	amplicon	horse	SRR2060374		PRJNA286058
	amplicon	horse	SRR2060375		PRJNA286058
	amplicon	horse	SRR2060377		PRJNA286058
	amplicon	horse	SRR2060378		PRJNA286058
	amplicon	horse	SRR2060379		PRJNA286058
	amplicon	horse	SRR2060380		PRJNA286058
	amplicon	horse	SRR2060381		PRJNA286058
	amplicon	horse	SRR2060382		PRJNA286058
	amplicon	horse	SRR2060383		PRJNA286058
	amplicon	horse	SRR2060384		PRJNA286058
	amplicon	horse	SRR2060385		PRJNA286058
	amplicon	horse	SRR2060386		PRJNA286058
	amplicon	horse	SRR2060387		PRJNA286058
	amplicon	horse	SRR2060388		PRJNA286058
	amplicon	horse	SRR2060389		PRJNA286058
	amplicon	horse	SRR2060390		PRJNA286058
	amplicon	horse	SRR2060391		PRJNA286058
	amplicon	horse	SRR2060392		PRJNA286058
	amplicon	horse	SRR2060393		PRJNA286058
	amplicon	horse	SRR2060394		PRJNA286058
	amplicon	horse	SRR2060395		PRJNA286058
	amplicon	horse	SRR2060396		PRJNA286058
	amplicon	horse	SRR2060397		PRJNA286058
	amplicon	horse	SRR2060398		PRJNA286058
	amplicon	horse	SRR2060399		PRJNA286058
	amplicon	horse	SRR2060400		PRJNA286058
	amplicon	horse	SRR2060401		PRJNA286058
	amplicon	horse	SRR2060402		PRJNA286058
	amplicon	horse	SRR2060403		PRJNA286058
	amplicon	horse	SRR2060404		PRJNA286058
	amplicon	horse	SRR2060405		PRJNA286058
	amplicon	horse	SRR2060406		PRJNA286058
	amplicon	horse	SRR2060407		PRJNA286058
	amplicon	horse	SRR2060408		PRJNA286058
	amplicon	horse	SRR2060409		PRJNA286058
	amplicon	horse	SRR2060410		PRJNA286058
	amplicon	horse	SRR2060411		PRJNA286058
	amplicon	horse	SRR2060412		PRJNA286058
	amplicon	horse	SRR2060413		PRJNA286058
	amplicon	horse	SRR2060414		PRJNA286058
	amplicon	horse	SRR2060415		PRJNA286058
	amplicon	horse	SRR2060416		PRJNA286058
	amplicon	horse	SRR2060417		PRJNA286058
	amplicon	horse	SRR2060418		PRJNA286058
	amplicon	horse	SRR2060419		PRJNA286058
	amplicon	horse	SRR2060420		PRJNA286058
	amplicon	horse	SRR2060421		PRJNA286058
	amplicon	horse	SRR2060422		PRJNA286058
	amplicon	horse	SRR2060423		PRJNA286058
	amplicon	horse	SRR2060424		PRJNA286058
	amplicon	horse	SRR2060425		PRJNA286058
	amplicon	horse	SRR2060426		PRJNA286058
	amplicon	horse	SRR2060427		PRJNA286058
	amplicon	horse	SRR2060428		PRJNA286058
	amplicon	horse	SRR2060429		PRJNA286058
	amplicon	horse	SRR2060430		PRJNA286058
	amplicon	horse	SRR2060431		PRJNA286058
	amplicon	horse	SRR2060432		PRJNA286058
	amplicon	horse	SRR2060433		PRJNA286058
	amplicon	horse	SRR2060434		PRJNA286058
	amplicon	horse	SRR2060435		PRJNA286058
	amplicon	horse	SRR2060436		PRJNA286058
	amplicon	horse	SRR2060437		PRJNA286058
	amplicon	horse	SRR2060438		PRJNA286058
	amplicon	horse	SRR2060439		PRJNA286058
	amplicon	horse	SRR2060440		PRJNA286058
	amplicon	horse	SRR2060441		PRJNA286058
	amplicon	horse	SRR2060442		PRJNA286058
	amplicon	horse	SRR2060443		PRJNA286058
	amplicon	horse	SRR2060444		PRJNA286058
